
Ecm Reference,Branch Name,Case Creation Date,Customer Name,Amount,Currency,Primary Owner,Case Status,Last Action Taken By,Product,Product Type,Event Name,Applicant Id,Expiry Date,Beneficiary Name
DELTA-26379,,11/11/2020 11:55:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26382,,11/11/2020 11:55:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26384,,11/11/2020 11:55:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26385,,11/11/2020 11:55:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26387,,11/11/2020 11:55:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26396,,11/11/2020 11:55:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26403,,11/11/2020 11:55:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26404,,11/11/2020 11:55:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26406,,11/11/2020 11:55:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26409,,11/11/2020 11:55:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26412,,11/11/2020 11:55:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26413,,11/11/2020 11:55:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26418,,11/11/2020 11:55:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26420,,11/11/2020 11:55:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26421,,11/11/2020 11:55:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26422,,11/11/2020 11:55:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26423,,11/11/2020 11:55:52,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26426,,11/11/2020 11:55:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26428,,11/11/2020 11:55:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26429,,11/11/2020 11:55:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26432,,11/11/2020 11:55:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26433,,11/11/2020 11:55:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26434,,11/11/2020 11:55:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26436,,11/11/2020 11:55:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26437,,11/11/2020 11:55:52,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26441,,11/11/2020 11:55:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26442,,11/11/2020 11:55:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26446,,11/11/2020 11:55:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26450,,11/11/2020 11:55:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26453,,11/11/2020 11:55:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26454,,11/11/2020 11:55:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26456,,11/11/2020 11:55:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26457,,11/11/2020 11:55:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26459,,11/11/2020 11:55:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26469,,11/11/2020 11:56:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26472,,11/11/2020 11:56:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26474,,11/11/2020 11:56:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26478,,11/11/2020 11:56:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26480,,11/11/2020 11:56:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26485,,11/11/2020 11:56:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26486,,11/11/2020 11:56:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26492,,11/11/2020 11:56:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26495,,11/11/2020 11:56:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26498,,11/11/2020 11:56:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26499,,11/11/2020 11:56:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26500,,11/11/2020 11:56:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26501,,11/11/2020 11:56:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26504,,11/11/2020 11:56:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26505,,11/11/2020 11:56:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26507,,11/11/2020 11:56:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26516,,11/11/2020 11:56:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26517,,11/11/2020 11:56:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26518,,11/11/2020 11:56:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26525,,11/11/2020 11:56:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26526,,11/11/2020 11:56:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26529,,11/11/2020 11:56:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26533,,11/11/2020 11:56:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26534,,11/11/2020 11:56:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26535,,11/11/2020 11:56:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26547,,11/11/2020 11:56:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26549,,11/11/2020 11:56:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26554,,11/11/2020 11:56:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26556,,11/11/2020 11:56:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26557,,11/11/2020 11:56:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26559,,11/11/2020 11:56:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26560,,11/11/2020 11:56:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26563,,11/11/2020 11:56:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26572,,11/11/2020 11:56:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26573,,11/11/2020 11:56:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26580,,11/11/2020 11:56:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26587,,11/11/2020 11:57:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26589,,11/11/2020 11:57:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26591,,11/11/2020 11:57:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26595,,11/11/2020 11:57:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26596,,11/11/2020 11:57:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26599,,11/11/2020 11:57:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26600,,11/11/2020 11:57:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26601,,11/11/2020 11:57:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26605,,11/11/2020 12:09:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26608,,11/11/2020 12:09:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26612,,11/11/2020 12:09:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26618,,11/11/2020 12:09:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26620,,11/11/2020 12:09:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26621,,11/11/2020 12:09:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26622,,11/11/2020 12:09:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26623,,11/11/2020 12:09:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26624,,11/11/2020 12:09:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26633,,11/11/2020 12:09:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26637,,11/11/2020 12:09:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26639,,11/11/2020 12:09:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26641,,11/11/2020 12:09:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26643,,11/11/2020 12:09:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26646,,11/11/2020 12:09:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26648,,11/11/2020 12:09:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26651,,11/11/2020 12:09:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26656,,11/11/2020 12:09:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26657,,11/11/2020 12:09:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26674,,11/11/2020 12:09:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26680,,11/11/2020 12:09:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26684,,11/11/2020 12:09:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26692,,11/11/2020 12:09:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26694,,11/11/2020 12:09:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26700,,11/11/2020 12:09:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26702,,11/11/2020 12:09:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26707,,11/11/2020 12:09:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26715,,11/11/2020 12:09:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26716,,11/11/2020 12:09:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26718,,11/11/2020 12:09:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26723,,11/11/2020 12:09:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26726,,11/11/2020 12:09:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26734,,11/11/2020 12:09:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26741,,11/11/2020 12:09:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26747,,11/11/2020 12:10:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26748,,11/11/2020 12:09:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26750,,11/11/2020 12:09:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26752,,11/11/2020 12:09:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26755,,11/11/2020 12:10:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26756,,11/11/2020 12:10:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26758,,11/11/2020 12:10:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26760,,11/11/2020 12:10:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26763,,11/11/2020 12:10:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26764,,11/11/2020 12:10:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26770,,11/11/2020 12:10:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26774,,11/11/2020 12:10:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26776,,11/11/2020 12:10:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26778,,11/11/2020 12:10:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26779,,11/11/2020 12:10:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26780,,11/11/2020 12:10:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26788,,11/11/2020 12:10:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26789,,11/11/2020 12:10:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26790,,11/11/2020 12:10:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26794,,11/11/2020 12:10:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26801,,11/11/2020 12:10:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26803,,11/11/2020 12:10:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26806,,11/11/2020 12:10:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26807,,11/11/2020 12:10:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26809,,11/11/2020 12:10:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26810,,11/11/2020 12:10:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26811,,11/11/2020 12:10:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26815,,11/11/2020 12:10:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26824,,11/11/2020 12:10:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26828,,11/11/2020 12:10:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26832,,11/11/2020 12:10:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26833,,11/11/2020 12:10:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26835,,11/11/2020 12:10:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26836,,11/11/2020 12:10:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26838,,11/11/2020 12:10:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26840,,11/11/2020 12:10:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26846,,11/11/2020 12:10:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26849,,11/11/2020 12:10:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26851,,11/11/2020 12:10:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26858,,11/11/2020 12:10:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26860,,11/11/2020 12:10:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26862,,11/11/2020 12:10:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26873,,11/11/2020 12:10:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26878,,11/11/2020 12:10:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26882,,11/11/2020 12:10:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26887,,11/11/2020 12:10:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26888,,11/11/2020 12:10:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26889,,11/11/2020 12:10:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26895,,11/11/2020 12:10:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26898,,11/11/2020 12:10:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26899,,11/11/2020 12:10:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26902,,11/11/2020 12:10:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26910,,11/11/2020 12:10:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26920,,11/11/2020 12:11:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26921,,11/11/2020 12:11:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26925,,11/11/2020 12:11:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26928,,11/11/2020 12:11:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26931,,11/11/2020 12:11:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26934,,11/11/2020 12:11:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26937,,11/11/2020 12:11:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26940,,11/11/2020 12:11:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26941,,11/11/2020 12:11:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26942,,11/11/2020 12:11:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26945,,11/11/2020 12:11:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26947,,11/11/2020 12:11:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26948,,11/11/2020 12:11:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26951,,11/11/2020 12:11:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26964,,11/11/2020 12:11:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26968,,11/11/2020 12:11:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26970,,11/11/2020 12:11:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26973,,11/11/2020 12:11:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26977,,11/11/2020 12:11:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26980,,11/11/2020 12:11:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26981,,11/11/2020 12:11:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26982,,11/11/2020 12:11:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26989,,11/11/2020 12:11:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26992,,11/11/2020 12:11:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-26997,,11/11/2020 12:11:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27002,,11/11/2020 12:11:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27007,,11/11/2020 12:11:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27009,,11/11/2020 12:11:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27011,,11/11/2020 12:11:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27015,,11/11/2020 12:11:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27017,,11/11/2020 12:11:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27018,,11/11/2020 12:11:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27019,,11/11/2020 12:11:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27023,,11/11/2020 12:11:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27037,,11/11/2020 12:11:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27038,,11/11/2020 12:11:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27039,,11/11/2020 12:11:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27040,,11/11/2020 12:12:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27057,,11/11/2020 12:11:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27058,,11/11/2020 12:12:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27060,,11/11/2020 12:12:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27061,,11/11/2020 12:12:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27075,,11/11/2020 12:12:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27088,,11/11/2020 12:12:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27092,,11/11/2020 12:12:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27093,,11/11/2020 12:12:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27095,,11/11/2020 12:12:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27097,,11/11/2020 12:12:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27100,,11/11/2020 12:12:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27103,,11/11/2020 12:12:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27105,,11/11/2020 12:12:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27111,,11/11/2020 12:12:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27115,,11/11/2020 12:12:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27116,,11/11/2020 12:12:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27117,,11/11/2020 12:12:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27120,,11/11/2020 12:12:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27122,,11/11/2020 12:12:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27132,,11/11/2020 12:12:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27136,,11/11/2020 12:12:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27139,,11/11/2020 12:12:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27140,,11/11/2020 12:12:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27143,,11/11/2020 12:12:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27145,,11/11/2020 12:12:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27150,,11/11/2020 12:12:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27160,,11/11/2020 12:12:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27161,,11/11/2020 12:12:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27162,,11/11/2020 12:12:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27165,,11/11/2020 12:12:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27168,,11/11/2020 12:12:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27169,,11/11/2020 12:12:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27170,,11/11/2020 12:12:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27174,,11/11/2020 12:12:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27179,,11/11/2020 12:12:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27180,,11/11/2020 12:12:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27183,,11/11/2020 12:12:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27184,,11/11/2020 12:12:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27190,,11/11/2020 12:12:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27192,,11/11/2020 12:12:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27197,,11/11/2020 12:12:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27202,,11/11/2020 12:12:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27203,,11/11/2020 12:12:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27204,,11/11/2020 12:12:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27223,,11/11/2020 12:12:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27226,,11/11/2020 12:12:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27227,,11/11/2020 12:12:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27230,,11/11/2020 12:12:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27244,,11/11/2020 12:12:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27245,,11/11/2020 12:12:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27249,,11/11/2020 12:13:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27251,,11/11/2020 12:13:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27254,,11/11/2020 12:13:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27257,,11/11/2020 12:13:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27258,,11/11/2020 12:13:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27259,,11/11/2020 12:13:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27264,,11/11/2020 12:13:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27266,,11/11/2020 12:13:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27269,,11/11/2020 12:13:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27273,,11/11/2020 12:13:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27278,,11/11/2020 12:13:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27280,,11/11/2020 12:13:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27281,,11/11/2020 12:13:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27282,,11/11/2020 12:13:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27284,,11/11/2020 12:13:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27286,,11/11/2020 12:13:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27290,,11/11/2020 12:13:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27292,,11/11/2020 12:13:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27294,,11/11/2020 12:13:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27295,,11/11/2020 12:13:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27303,,11/11/2020 12:13:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27305,,11/11/2020 12:13:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27307,,11/11/2020 12:13:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27308,,11/11/2020 12:13:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27313,,11/11/2020 12:13:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27315,,11/09/2020 12:13:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27316,,11/11/2020 12:13:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27318,,11/09/2020 12:13:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27320,,11/09/2020 12:13:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27321,,11/11/2020 12:13:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27323,,11/09/2020 12:13:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27324,,11/09/2020 12:13:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27325,,11/09/2020 12:13:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27329,,11/09/2020 12:13:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27330,,11/09/2020 12:13:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27331,,11/09/2020 12:13:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27334,,11/09/2020 12:13:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27339,,11/09/2020 12:13:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27341,,11/09/2020 12:13:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27343,,11/09/2020 12:13:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27347,,11/09/2020 12:13:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-27355,,11/09/2020 12:13:33,,0,null,,Sanction New,deltaadmin,,,,,,
