GroupName,GroupDescription,Grouptype,CapabilityId,CapabilitiyGroupName,CapName,ComponentName
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Add Comment To Any Report,Report,Add Comment To Report,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Subscribe to Any Party,Party,Subscribe to Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Subscribe to Any Incident,Incident,Subscribe to Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Activate Case Workflow,Case,Activate Case Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_INVESTIGATOR,Users who can investigate cases.,ROLE,Subscribe to Any Case,Case,Subscribe to Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Subscribe to Any Party,Party,Subscribe to Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Print Case,Case,Print Case,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Subscribe to Any Report,Report,Subscribe to Any Report,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Search Incidents,Incident,Search Incidents,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Delete My EFile Comment,EFile,Delete My EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Subscribe to Any Case,Case,Subscribe to Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Delete My Case Comment,Case,Delete My Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Search Parties,Party,Search Parties,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Subscribe to Any EFile,EFile,Subscribe to Any EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Subscribe to Any Incident,Incident,Subscribe to Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_LEGAL,Users who perform legal review of cases.,ROLE,Delete My Report Comment,Report,Delete My Report Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Terminate Case Workflow,Case,Terminate Case Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Edit Report,Report,Edit Report,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Subscribe to Any Incident,Incident,Subscribe to Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Activate Case Workflow,Case,Activate Case Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Print Case,Case,Print Case,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Case Comment,Case,Delete Any Case Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Search Cases,Case,Search Cases,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any EFile Attachment,EFile,Delete Any EFile Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Search EFiles,EFile,Search EFiles,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Incident Comment,Incident,Delete Any Incident Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Add Comment To Any Incident,Incident,Add Comment To Any Incident,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Incident Attachment,Incident,Delete Any Incident Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any EFile Comment,EFile,Delete Any EFile Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Activate Report Workflow,Report,Activate Report Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Report Attachment,Report,Delete Any Report Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Party Comment,Party,Delete Any Party Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Subscribe to Any EFile,EFile,Subscribe to Any EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Subscribe to Any Report,Report,Subscribe to Any Report,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,View ECM Hub Link,Visual Analytics,View ECM Hub Link,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Subscribe to Any Party,Party,Subscribe to Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Add Comment To Any Party,Party,Add Comment To Any Party,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Subscribe to Any Case,Case,Subscribe to Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Terminate Report Workflow,Report,Terminate Report Workflow,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Search Incidents,Incident,Search Incidents,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Reassign Any Case,Case,Reassign Any Case,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Add Comment To Any Case Anytime,Case,Add Comment To Any Case Anytime,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Case Attachment,Case,Delete Any Case Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Report Comment,Report,Delete Any Report Comment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Add Comment To Any EFile,EFile,Add Comment To EFile,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Add Comment To Any Report,Report,Add Comment To Report,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Search Reports,Report,Search Reports,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Delete Any Party Attachment,Party,Delete Any Party Attachment,Ent Case Mgmt Mid-Tier 6.3
CASE_MANAGER,Users who manage investigators.,ROLE,Search Parties,Party,Search Parties,Ent Case Mgmt Mid-Tier 6.3
CDD Administrators,Members of this group have Administrator role,Group,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
CDD Administrators,Members of this group have Administrator role,Group,AML.PREFERENCES.UPDATE,Anti-Money Laundering Administration,Update Preferences,Compliance Solutions Mid 7.1
CDD Administrators,Members of this group have Administrator role,Group,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
CDD Administrators,Members of this group have Administrator role,Group,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.CASE.PRINT,Compliance Solutions Cases,Access Print Case Reports,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,CDD.CASE.CHECKOUT,Customer Due Diligence Cases,Take Case Ownership for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,CDD.CASE.CREATE,Customer Due Diligence Cases,Create Cases for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,AML.CASE.EDIT,Anti-Money Laundering Cases,Edit My Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,CDD.CASE.CHECKIN,Customer Due Diligence Cases,Return Case Ownership for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.ACCESS.SEARCH.REPORTS,Anti-Money Laundering Regulatory Reports,Access Search Reports Page,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,AML.COMMENT.CREATE,Anti-Money Laundering Notes,Create Note,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,AML.COMMENT.DELETE,Anti-Money Laundering Notes,Delete Note,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,AML.CASE.PRINT,Anti-Money Laundering Cases,Print Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.CASE.ACCESS,Compliance Solutions Cases,Access Cases,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.REPORT.ACCESS,Anti-Money Laundering Regulatory Reports,Access Reports,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,FCF.SEARCH,Compliance Solutions Services,Access Global and Targeted Search,Compliance Solutions Mid 7.1
CDD Investigators,Members of this group have Investigator role,Group,CDD.CASE.ROUTE,Customer Due Diligence Cases,Route Cases for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.REPORT.ACCESS,Anti-Money Laundering Regulatory Reports,Access Reports,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,CDD.CASE.ROUTE,Customer Due Diligence Cases,Route Cases for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.CASE.ACCESS,Compliance Solutions Cases,Access Cases,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.SEARCH,Compliance Solutions Services,Access Global and Targeted Search,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.COMMENT.CREATE,Anti-Money Laundering Notes,Create Note,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.CASE.PRINT,Anti-Money Laundering Cases,Print Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,CDD.CASE.CHECKOUT,Customer Due Diligence Cases,Take Case Ownership for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.ATTACHMENT.DELETE,Anti-Money Laundering Attachments,Delete Attachment,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.COMMENT.DELETE,Anti-Money Laundering Notes,Delete Note,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.CASE.PRINT,Compliance Solutions Cases,Access Print Case Reports,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,CDD.CASE.CHECKIN,Customer Due Diligence Cases,Return Case Ownership for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.CASE.EDIT.ALL,Anti-Money Laundering Cases,Edit Any Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.ACCESS.SEARCH.REPORTS,Anti-Money Laundering Regulatory Reports,Access Search Reports Page,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.COMMENT.DELETE.ALL,Anti-Money Laundering Notes,Delete Any Note,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,AML.CASE.EDIT,Anti-Money Laundering Cases,Edit My Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
CDD Managers,Members of this group have Manager role,Group,CDD.CASE.CREATE,Customer Due Diligence Cases,Create Cases for Customer Due Diligence,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.HOME.ACCESS.SCENARIO_MANAGER,CDD Rule Administration,Access CDD Rule Administrator,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.RULES.DEPLOY,CDD Rule Administration,Deploy to FCF,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.RULES.EXPORT,CDD Rule Administration,Export Rules,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.RULES.ADMIN,CDD Rule Administration,Administration,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.RULES.IMPORT,CDD Rule Administration,Import Rules,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.RULES.CREATE,CDD Rule Administration,Create Rules and Rule Groups,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,AML.CASE.PRINT,Anti-Money Laundering Cases,Print Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,FCF.CASE.PRINT,Compliance Solutions Cases,Access Print Case Reports,Compliance Solutions Mid 7.1
CDD Scenario Manager Users,Members of this group can use CDD Rule Administrator,Group,CDD.RULES.EDIT,CDD Rule Administration,Edit Rules and Rule Groups,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.SERVICES.ACCESS.ALL,Compliance Solutions Services,Access Compliance Solutions REST Services,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.ALERTS.ACCESS.SEARCH,Anti-Money Laundering Alerts,Access Alert Search,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.CASE.PRINT,Compliance Solutions Cases,Access Print Case Reports,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.RISK_ASSESSMENTS.ACCESS.SEARCH,Anti-Money Laundering Risk Assessment,Access Risk Assessments Search,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.RISK_ASSESSMENTS.ACCESS.CLOSED,Anti-Money Laundering Risk Assessment,Access Closed Risk Assessments,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.ALERTS.ACCESS.CLOSED,Anti-Money Laundering Alerts,Access Closed Alerts,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.CLEAR_CACHE,Anti-Money Laundering Administration,Clear Cache,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.ENTITY.ACCESS,Anti-Money Laundering Alerts,Access Entity,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.CASE.PRINT,Anti-Money Laundering Cases,Print Cases for Anti-Money Laundering,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.ACCESS.SEARCH.EFILES,Compliance Solutions E-File,Access Search E-Files Page,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.EFILE.ACCESS,Compliance Solutions E-File,Access E-Files,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.REPORT.ACCESS,Anti-Money Laundering Regulatory Reports,Access Reports,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.ACCESS.SEARCH.REPORTS,Anti-Money Laundering Regulatory Reports,Access Search Reports Page,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.ALERTS.ACCESS.AVAILABLE,Anti-Money Laundering Alerts,Access Available Alerts,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,FCF.ACCESS.SEARCH.CASES,Compliance Solutions Cases,Access Search Cases Page,Compliance Solutions Mid 7.1
CS Quality Review and Audit Users,Members of this group can perform review and audit functions,Group,AML.RISK_ASSESSMENTS.ACCESS.AVAILABLE,Anti-Money Laundering Risk Assessment,Access Available Risk Assessments,Compliance Solutions Mid 7.1
